step,object,x,y,zoom,page,question,answer,alt_text,layer1_button,layer1_content,layer2_button,layer2_content,clip_start,clip_end,loop
paso,objeto,x,y,zoom,pagina,pregunta,respuesta,texto_alt,boton1,contenido1,boton2,contenido2,inicio_clip,fin_clip,bucle
1,,0.5,0.5,1,,Works Cited,"Brooks, Arthur C. “Love Is Medicine for Fear.” The Atlantic, 16 July 2020, www.theatlantic.com/family/archive/2020/07/how-fight-fear-love/614227/.

Catron, Mandy Len. “To Fall in Love With Anyone, Do This.” The New York Times, 9 Jan. 2015, www.nytimes.com/2015/01/11/style/modern-love-to-fall-in-love-with-anyone-do-this.html.

Smith, Emily Esfahani. “The Secret to Love Is Just Kindness.” The Atlantic, 12 June 2014, www.theatlantic.com/health/archive/2014/06/happily-ever-after/372573/.",,,,,,,,
